datetime,open,high,low,close,volume
2024-01-16 11:00:00,22079.93,22080.12,22079.18,22080.12,3211
2024-01-16 11:05:00,22080.12,22080.12,22074.87,22074.87,3810
2024-01-16 11:10:00,22074.87,22076.09,22072.82,22074.05,3810
2024-01-16 11:15:00,22074.05,22075.78,22074.05,22074.23,2735
2024-01-16 11:20:00,22074.23,22074.23,22069.88,22069.88,3683
2024-01-16 11:25:00,22069.88,22069.88,22067.2,22067.6,3367
2024-01-16 11:30:00,22067.6,22067.6,22061.43,22061.43,2788
2024-01-16 11:35:00,22061.43,22061.43,22055.31,22055.31,2774
2024-01-16 11:40:00,22055.31,22056.31,22054.01,22055.67,3532
2024-01-16 11:45:00,22055.67,22055.67,22053.08,22053.08,3591
2024-01-16 11:50:00,22053.08,22053.24,22052.0,22052.0,3428
2024-01-16 11:55:00,22052.0,22052.44,22048.74,22048.74,2773
2024-01-16 12:00:00,22048.74,22048.74,22045.29,22045.29,3180
2024-01-16 12:05:00,22045.29,22045.29,22043.43,22043.85,3316
2024-01-16 12:10:00,22043.85,22043.95,22041.89,22041.89,3191
2024-01-16 12:15:00,22041.89,22042.31,22040.98,22042.27,2593
2024-01-16 12:20:00,22042.27,22042.27,22039.76,22039.76,2621
2024-01-16 12:25:00,22039.76,22040.06,22037.24,22037.24,2382
2024-01-16 12:30:00,22037.24,22037.98,22035.47,22036.12,2924
2024-01-16 12:35:00,22036.12,22036.12,22033.27,22035.1,2863
2024-01-16 12:40:00,22035.1,22035.98,22032.84,22032.84,2927
2024-01-16 12:45:00,22032.84,22032.84,22029.73,22029.73,2655
2024-01-16 12:50:00,22029.73,22030.02,22025.65,22025.65,3201
2024-01-16 12:55:00,22025.65,22025.65,22023.31,22023.73,3118
2024-01-16 13:00:00,22023.73,22023.98,22021.88,22021.88,2978
2024-01-16 13:05:00,22021.88,22022.09,22019.7,22022.09,2855
2024-01-16 13:10:00,22022.09,22022.09,22021.13,22021.56,2553
2024-01-16 13:15:00,22021.56,22021.56,22021.1,22021.1,2625
2024-01-16 13:20:00,22021.1,22021.1,22019.42,22019.42,3719
2024-01-16 13:25:00,22019.42,22023.56,22019.42,22022.38,3557
2024-01-16 13:30:00,22022.38,22022.38,22017.25,22017.82,2776
2024-01-16 13:35:00,22017.82,22017.82,22015.98,22015.98,4045
2024-01-16 13:40:00,22015.98,22018.04,22015.98,22017.07,2975
2024-01-16 13:45:00,22017.07,22017.07,22014.09,22014.09,4260
2024-01-16 13:50:00,22014.09,22014.22,22010.67,22010.67,4168
2024-01-16 13:55:00,22010.67,22010.67,22008.57,22008.57,3733
2024-01-16 14:00:00,22008.57,22008.57,22005.15,22005.92,3911
2024-01-16 14:05:00,22005.92,22006.67,22005.44,22005.44,4360
2024-01-16 14:10:00,22005.44,22005.44,22001.89,22001.89,4556
2024-01-16 14:15:00,22001.89,22001.89,21994.5,21994.5,4875
2024-01-16 14:20:00,21994.5,21994.5,21990.0,21990.0,4046
2024-01-16 14:25:00,21990.0,21990.0,21988.38,21988.85,4122
2024-01-16 14:30:00,21988.85,21988.85,21985.27,21985.27,4603
2024-01-16 14:35:00,21985.27,21985.27,21982.56,21982.69,5268
2024-01-16 14:40:00,21982.69,21982.69,21980.57,21980.57,4460
2024-01-16 14:45:00,21980.57,21980.57,21979.17,21979.48,5215
2024-01-16 14:50:00,21979.48,21979.48,21977.57,21977.92,4138
2024-01-16 14:55:00,21977.92,21977.92,21976.6,21977.01,4883
2024-01-16 15:00:00,21977.01,21977.01,21974.12,21974.4,5133
2024-01-16 15:05:00,21974.4,21974.4,21970.28,21970.28,5158
2024-01-16 15:10:00,21970.28,21971.48,21970.18,21970.62,5401
2024-01-16 15:15:00,21970.62,21972.97,21969.8,21972.97,6016
2024-01-16 15:20:00,21972.97,21973.55,21971.52,21973.55,5542
2024-01-16 15:25:00,21973.55,22032.3,21971.05,21930.173333333332,4735
2024-01-17 09:15:00,21647.25,21851.5,21647.25,21886.796666666665,10740
2024-01-17 09:20:00,21847.6,21847.6,21840.94,21843.42,8183
2024-01-17 09:25:00,21843.42,21843.78,21836.37,21836.37,9662
2024-01-17 09:30:00,21836.37,21836.37,21827.26,21827.26,7018
2024-01-17 09:35:00,21827.26,21827.26,21820.42,21820.42,6761
2024-01-17 09:40:00,21820.42,21820.42,21812.85,21812.85,8841
2024-01-17 09:45:00,21812.85,21812.85,21806.27,21809.2,7159
2024-01-17 09:50:00,21809.2,21809.2,21803.33,21807.39,7051
2024-01-17 09:55:00,21807.39,21807.39,21803.96,21803.96,6308
2024-01-17 10:00:00,21803.96,21803.96,21799.48,21801.35,7495
2024-01-17 10:05:00,21801.35,21801.35,21785.83,21785.83,6715
2024-01-17 10:10:00,21785.83,21785.83,21780.2,21780.2,6222
2024-01-17 10:15:00,21780.2,21780.2,21771.38,21771.38,7579
2024-01-17 10:20:00,21771.38,21771.38,21769.82,21770.63,5945
2024-01-17 10:25:00,21770.63,21771.19,21769.23,21769.23,6882
2024-01-17 10:30:00,21769.23,21769.9,21760.25,21760.25,5592
2024-01-17 10:35:00,21760.25,21762.8,21759.68,21761.23,5251
2024-01-17 10:40:00,21761.23,21765.13,21760.91,21760.91,6117
2024-01-17 10:45:00,21760.91,21760.91,21756.63,21756.63,5551
2024-01-17 10:50:00,21756.63,21756.63,21747.9,21747.9,5779
2024-01-17 10:55:00,21747.9,21749.03,21744.08,21746.38,5267
2024-01-17 11:00:00,21746.38,21753.07,21746.38,21753.07,5440
2024-01-17 11:05:00,21753.07,21761.22,21753.07,21757.95,5809
2024-01-17 11:10:00,21757.95,21765.26,21757.95,21765.26,5312
2024-01-17 11:15:00,21765.26,21765.26,21755.9,21759.25,4521
2024-01-17 11:20:00,21759.25,21759.25,21754.1,21755.85,4143
2024-01-17 11:25:00,21755.85,21756.25,21753.44,21755.71,5426
2024-01-17 11:30:00,21755.71,21759.04,21753.55,21753.55,4609
2024-01-17 11:35:00,21753.55,21753.55,21750.85,21752.54,4951
2024-01-17 11:40:00,21752.54,21752.54,21746.91,21746.91,4183
2024-01-17 11:45:00,21746.91,21750.95,21746.91,21750.95,3916
2024-01-17 11:50:00,21750.95,21750.95,21742.46,21743.22,4561
2024-01-17 11:55:00,21743.22,21743.22,21736.19,21736.19,4697
2024-01-17 12:00:00,21736.19,21736.19,21733.39,21733.39,4618
2024-01-17 12:05:00,21733.39,21733.39,21723.26,21723.26,4479
2024-01-17 12:10:00,21723.26,21724.67,21722.34,21722.43,4278
2024-01-17 12:15:00,21722.43,21724.01,21720.81,21724.01,4715
2024-01-17 12:20:00,21724.01,21726.6,21719.01,21726.6,4977
2024-01-17 12:25:00,21726.6,21726.6,21713.61,21713.61,4587
2024-01-17 12:30:00,21713.61,21713.61,21707.18,21707.18,4635
2024-01-17 12:35:00,21707.18,21707.18,21694.57,21694.57,5191
2024-01-17 12:40:00,21694.57,21694.57,21682.7,21682.7,4056
2024-01-17 12:45:00,21682.7,21688.97,21682.7,21687.98,5074
2024-01-17 12:50:00,21687.98,21687.98,21680.9,21680.9,4037
2024-01-17 12:55:00,21680.9,21686.13,21680.27,21685.2,5670
2024-01-17 13:00:00,21685.2,21686.32,21680.05,21680.05,4161
2024-01-17 13:05:00,21680.05,21680.41,21674.35,21674.35,5400
2024-01-17 13:10:00,21674.35,21674.35,21666.02,21666.02,5334
2024-01-17 13:15:00,21666.02,21666.02,21658.36,21658.36,4312
2024-01-17 13:20:00,21658.36,21658.36,21651.02,21651.02,5714
2024-01-17 13:25:00,21651.02,21651.02,21644.87,21644.87,4990
2024-01-17 13:30:00,21644.87,21646.34,21641.39,21641.39,5001
2024-01-17 13:35:00,21641.39,21641.39,21634.96,21636.6,5627
2024-01-17 13:40:00,21636.6,21636.6,21628.45,21628.45,5623
2024-01-17 13:45:00,21628.45,21629.3,21622.76,21622.76,5217
2024-01-17 13:50:00,21622.76,21622.76,21614.13,21614.13,5030
2024-01-17 13:55:00,21614.13,21615.31,21613.83,21614.91,5744
2024-01-17 14:00:00,21614.91,21614.91,21607.79,21607.79,5226
2024-01-17 14:05:00,21607.79,21607.79,21604.38,21604.52,5656
2024-01-17 14:10:00,21604.52,21604.52,21596.79,21596.79,5980
2024-01-17 14:15:00,21596.79,21596.79,21588.33,21592.81,7123
2024-01-17 14:20:00,21592.81,21592.81,21581.43,21581.43,7787
2024-01-17 14:25:00,21581.43,21581.43,21577.92,21579.4,6219
2024-01-17 14:30:00,21579.4,21580.3,21577.46,21579.39,8088
2024-01-17 14:35:00,21579.39,21579.39,21574.67,21574.9,6949
2024-01-17 14:40:00,21574.9,21576.61,21574.03,21574.03,6846
2024-01-17 14:45:00,21574.03,21574.03,21567.19,21567.27,6266
2024-01-17 14:50:00,21567.27,21567.54,21565.56,21565.56,7480
2024-01-17 14:55:00,21565.56,21565.56,21562.4,21562.4,7717
2024-01-17 15:00:00,21562.4,21563.2,21560.71,21561.08,6848
2024-01-17 15:05:00,21561.08,21563.72,21560.74,21561.75,8310
2024-01-17 15:10:00,21561.75,21565.7,21561.75,21565.7,9457
2024-01-17 15:15:00,21565.7,21565.82,21556.36,21556.36,9850
2024-01-17 15:20:00,21556.36,21556.36,21551.54,21552.35,8451
2024-01-17 15:25:00,21552.35,21571.95,21550.45,21571.95,9553
2024-01-18 09:15:00,21414.2,21414.2,21288.18,21432.66,6979
2024-01-18 09:20:00,21288.18,21293.37,21285.55,21293.37,7766
2024-01-18 09:25:00,21293.37,21299.31,21293.37,21298.99,6672
2024-01-18 09:30:00,21298.99,21303.3,21298.99,21303.3,8322
2024-01-18 09:35:00,21303.3,21303.3,21300.01,21301.84,6084
2024-01-18 09:40:00,21301.84,21301.84,21296.49,21299.43,7092
2024-01-18 09:45:00,21299.43,21300.96,21295.55,21300.96,6938
2024-01-18 09:50:00,21300.96,21303.19,21296.7,21296.72,5844
2024-01-18 09:55:00,21296.72,21305.92,21295.51,21305.92,6624
2024-01-18 10:00:00,21305.92,21315.59,21305.92,21315.59,5498
2024-01-18 10:05:00,21315.59,21316.26,21313.18,21316.06,6453
2024-01-18 10:10:00,21316.06,21323.01,21315.95,21323.01,4793
2024-01-18 10:15:00,21323.01,21330.61,21323.01,21330.61,5038
2024-01-18 10:20:00,21330.61,21333.54,21325.84,21328.59,4987
2024-01-18 10:25:00,21328.59,21328.59,21319.98,21322.84,5245
2024-01-18 10:30:00,21322.84,21332.67,21322.71,21332.67,4730
2024-01-18 10:35:00,21332.67,21335.92,21332.48,21332.48,6084
2024-01-18 10:40:00,21332.48,21345.21,21332.29,21345.21,5582
2024-01-18 10:45:00,21345.21,21345.21,21340.93,21341.17,4621
2024-01-18 10:50:00,21341.17,21348.27,21341.17,21348.27,4702
2024-01-18 10:55:00,21348.27,21362.54,21348.27,21362.54,5300
2024-01-18 11:00:00,21362.54,21367.58,21362.44,21367.13,4414
2024-01-18 11:05:00,21367.13,21369.62,21366.64,21369.62,5435
2024-01-18 11:10:00,21369.62,21373.45,21369.33,21372.31,4675
2024-01-18 11:15:00,21372.31,21377.6,21372.31,21377.6,4113
2024-01-18 11:20:00,21377.6,21382.54,21377.13,21382.54,3919
2024-01-18 11:25:00,21382.54,21385.08,21382.54,21384.88,3626
2024-01-18 11:30:00,21384.88,21384.88,21383.18,21384.16,3776
2024-01-18 11:35:00,21384.16,21384.23,21381.17,21381.81,3322
2024-01-18 11:40:00,21381.81,21383.72,21374.52,21374.52,4485
2024-01-18 11:45:00,21374.52,21379.43,21373.65,21379.43,3996
2024-01-18 11:50:00,21379.43,21382.25,21379.43,21381.3,4180
2024-01-18 11:55:00,21381.3,21385.37,21381.3,21385.37,3672
2024-01-18 12:00:00,21385.37,21392.58,21385.37,21392.58,3279
2024-01-18 12:05:00,21392.58,21392.58,21388.37,21392.52,3969
2024-01-18 12:10:00,21392.52,21392.52,21388.65,21389.01,3212
2024-01-18 12:15:00,21389.01,21392.69,21386.82,21392.69,4516
2024-01-18 12:20:00,21392.69,21399.41,21392.69,21399.41,4271
2024-01-18 12:25:00,21399.41,21399.41,21396.17,21396.17,4663
2024-01-18 12:30:00,21396.17,21396.98,21392.07,21392.07,3772
2024-01-18 12:35:00,21392.07,21396.5,21390.39,21396.5,3225
2024-01-18 12:40:00,21396.5,21396.5,21390.07,21395.2,4559
2024-01-18 12:45:00,21395.2,21401.15,21395.2,21401.15,4167
2024-01-18 12:50:00,21401.15,21403.59,21401.15,21403.15,4157
2024-01-18 12:55:00,21403.15,21412.46,21403.15,21412.46,4603
2024-01-18 13:00:00,21412.46,21429.79,21412.46,21429.79,3692
2024-01-18 13:05:00,21429.79,21431.61,21426.08,21427.41,4104
2024-01-18 13:10:00,21427.41,21440.84,21427.41,21440.84,4822
2024-01-18 13:15:00,21440.84,21441.05,21438.59,21441.05,4635
2024-01-18 13:20:00,21441.05,21441.41,21437.81,21437.81,5117
2024-01-18 13:25:00,21437.81,21438.0,21434.02,21438.0,4235
2024-01-18 13:30:00,21438.0,21438.11,21434.99,21438.11,3635
2024-01-18 13:35:00,21438.11,21446.8,21438.11,21446.8,4899
2024-01-18 13:40:00,21446.8,21455.02,21446.8,21455.02,4752
2024-01-18 13:45:00,21455.02,21470.5,21455.02,21470.5,4749
2024-01-18 13:50:00,21470.5,21477.31,21470.5,21477.31,4522
2024-01-18 13:55:00,21477.31,21484.68,21477.31,21484.68,5680
2024-01-18 14:00:00,21484.68,21486.56,21481.9,21485.5,5144
2024-01-18 14:05:00,21485.5,21485.5,21481.9,21482.85,4554
2024-01-18 14:10:00,21482.85,21484.93,21479.7,21479.7,4331
2024-01-18 14:15:00,21479.7,21480.12,21477.85,21480.12,4794
2024-01-18 14:20:00,21480.12,21481.58,21478.94,21480.69,5221
2024-01-18 14:25:00,21480.69,21480.85,21477.59,21477.59,5581
2024-01-18 14:30:00,21477.59,21485.4,21477.59,21485.4,5936
2024-01-18 14:35:00,21485.4,21485.4,21480.84,21482.78,5325
2024-01-18 14:40:00,21482.78,21492.59,21482.78,21491.38,4949
2024-01-18 14:45:00,21491.38,21496.67,21491.38,21496.67,5684
2024-01-18 14:50:00,21496.67,21502.95,21496.53,21502.95,7619
2024-01-18 14:55:00,21502.95,21502.95,21496.65,21496.65,5619
2024-01-18 15:00:00,21496.65,21501.43,21495.06,21501.43,7535
2024-01-18 15:05:00,21501.43,21508.34,21501.43,21508.34,6943
2024-01-18 15:10:00,21508.34,21519.36,21508.34,21519.19,6716
2024-01-18 15:15:00,21519.19,21520.77,21518.39,21518.39,7008
2024-01-18 15:20:00,21518.39,21523.67,21518.39,21523.67,7307
2024-01-18 15:25:00,21523.67,21536.84,21462.25,21540.78,8791
2024-01-19 09:15:00,21615.2,21615.2,21576.56,21557.89,7300
2024-01-19 09:20:00,21578.43,21578.43,21575.0,21575.0,6700
2024-01-19 09:25:00,21575.0,21585.14,21575.0,21585.14,5362
2024-01-19 09:30:00,21585.14,21586.26,21583.54,21584.06,5428
2024-01-19 09:35:00,21584.06,21592.56,21584.06,21587.01,6426
2024-01-19 09:40:00,21587.01,21593.29,21587.01,21593.29,6198
2024-01-19 09:45:00,21593.29,21593.66,21589.55,21592.48,4824
2024-01-19 09:50:00,21592.48,21598.69,21591.99,21598.69,6220
2024-01-19 09:55:00,21598.69,21598.69,21593.99,21596.09,5801
2024-01-19 10:00:00,21596.09,21607.34,21596.09,21607.34,5787
2024-01-19 10:05:00,21607.34,21612.39,21607.34,21612.39,4951
2024-01-19 10:10:00,21612.39,21615.84,21612.39,21615.84,5805
2024-01-19 10:15:00,21615.84,21619.11,21615.51,21618.3,4431
2024-01-19 10:20:00,21618.3,21622.95,21617.88,21622.95,4541
2024-01-19 10:25:00,21622.95,21627.12,21621.86,21626.06,4889
2024-01-19 10:30:00,21626.06,21628.6,21626.06,21628.59,4862
2024-01-19 10:35:00,21628.59,21630.64,21627.65,21627.65,4358
2024-01-19 10:40:00,21627.65,21627.65,21624.63,21624.63,4266
2024-01-19 10:45:00,21624.63,21632.35,21624.63,21632.35,3668
2024-01-19 10:50:00,21632.35,21632.35,21626.3,21626.3,3439
2024-01-19 10:55:00,21626.3,21626.3,21624.11,21624.11,4129
2024-01-19 11:00:00,21624.11,21624.11,21615.61,21615.81,4052
2024-01-19 11:05:00,21615.81,21622.05,21615.81,21622.05,4453
2024-01-19 11:10:00,21622.05,21627.36,21622.05,21627.36,3891
2024-01-19 11:15:00,21627.36,21633.39,21627.36,21633.39,4542
2024-01-19 11:20:00,21633.39,21641.47,21633.39,21639.77,3052
2024-01-19 11:25:00,21639.77,21639.77,21635.94,21637.59,4382
2024-01-19 11:30:00,21637.59,21639.91,21637.59,21638.74,4012
2024-01-19 11:35:00,21638.74,21648.79,21638.74,21647.65,3590
2024-01-19 11:40:00,21647.65,21648.77,21638.32,21638.32,3829
2024-01-19 11:45:00,21638.32,21638.93,21630.4,21630.4,3169
2024-01-19 11:50:00,21630.4,21630.98,21627.34,21627.34,4136
2024-01-19 11:55:00,21627.34,21627.34,21621.53,21621.74,3816
2024-01-19 12:00:00,21621.74,21627.83,21619.97,21627.83,3282
2024-01-19 12:05:00,21627.83,21628.26,21621.57,21622.08,2979
2024-01-19 12:10:00,21622.08,21624.08,21613.26,21613.67,2988
2024-01-19 12:15:00,21613.67,21614.97,21610.99,21610.99,4023
2024-01-19 12:20:00,21610.99,21613.81,21609.0,21609.0,3837
2024-01-19 12:25:00,21609.0,21609.0,21604.78,21606.28,3127
2024-01-19 12:30:00,21606.28,21607.88,21601.25,21605.85,4018
2024-01-19 12:35:00,21605.85,21608.11,21605.11,21605.11,3269
2024-01-19 12:40:00,21605.11,21605.44,21602.19,21603.04,3263
2024-01-19 12:45:00,21603.04,21603.04,21599.59,21602.72,4016
2024-01-19 12:50:00,21602.72,21607.31,21602.72,21607.31,4157
2024-01-19 12:55:00,21607.31,21607.31,21603.38,21603.38,3961
2024-01-19 13:00:00,21603.38,21604.88,21600.66,21604.88,3255
2024-01-19 13:05:00,21604.88,21609.29,21603.3,21609.29,3274
2024-01-19 13:10:00,21609.29,21609.29,21605.88,21605.93,3354
2024-01-19 13:15:00,21605.93,21608.3,21605.7,21606.33,4135
2024-01-19 13:20:00,21606.33,21606.33,21602.25,21603.59,4194
2024-01-19 13:25:00,21603.59,21603.59,21601.83,21602.51,4129
2024-01-19 13:30:00,21602.51,21603.23,21601.73,21603.23,4048
2024-01-19 13:35:00,21603.23,21605.02,21600.26,21604.15,3606
2024-01-19 13:40:00,21604.15,21604.15,21597.09,21597.09,4380
2024-01-19 13:45:00,21597.09,21597.09,21590.59,21590.59,3660
2024-01-19 13:50:00,21590.59,21592.69,21589.33,21592.69,3984
2024-01-19 13:55:00,21592.69,21594.93,21591.03,21592.85,3708
2024-01-19 14:00:00,21592.85,21592.85,21590.03,21592.63,5259
2024-01-19 14:05:00,21592.63,21592.63,21587.63,21592.1,4316
2024-01-19 14:10:00,21592.1,21598.14,21592.1,21596.4,4246
2024-01-19 14:15:00,21596.4,21598.26,21596.22,21597.06,5237
2024-01-19 14:20:00,21597.06,21604.91,21597.06,21604.62,4772
2024-01-19 14:25:00,21604.62,21604.62,21596.64,21597.0,5328
2024-01-19 14:30:00,21597.0,21607.41,21597.0,21607.41,5534
2024-01-19 14:35:00,21607.41,21609.27,21607.34,21609.27,4340
2024-01-19 14:40:00,21609.27,21617.83,21609.27,21617.83,5759
2024-01-19 14:45:00,21617.83,21628.98,21614.7,21628.98,6262
2024-01-19 14:50:00,21628.98,21636.27,21628.98,21636.27,5538
2024-01-19 14:55:00,21636.27,21642.97,21636.27,21642.97,4881
2024-01-19 15:00:00,21642.97,21650.15,21642.97,21650.15,5736
2024-01-19 15:05:00,21650.15,21650.15,21648.07,21650.15,5318
2024-01-19 15:10:00,21650.15,21652.44,21647.84,21652.44,6895
2024-01-19 15:15:00,21652.44,21653.14,21650.95,21653.14,6507
2024-01-19 15:20:00,21653.14,21667.86,21653.14,21667.86,6098
2024-01-19 15:25:00,21667.86,21670.6,21622.4,21691.886666666665,6081
2024-01-23 09:15:00,21716.7,21748.54,21716.7,21715.913333333334,8904
2024-01-23 09:20:00,21744.9,21744.9,21739.94,21739.94,8949
2024-01-23 09:25:00,21739.94,21739.94,21735.03,21735.03,7094
2024-01-23 09:30:00,21735.03,21735.03,21722.86,21722.86,8256
2024-01-23 09:35:00,21722.86,21722.86,21716.73,21716.73,8990
2024-01-23 09:40:00,21716.73,21716.73,21706.02,21706.02,7194
2024-01-23 09:45:00,21706.02,21706.02,21699.87,21700.68,8313
2024-01-23 09:50:00,21700.68,21700.68,21695.57,21695.57,6543
2024-01-23 09:55:00,21695.57,21695.57,21691.29,21691.29,7520
2024-01-23 10:00:00,21691.29,21691.29,21681.9,21681.9,5969
2024-01-23 10:05:00,21681.9,21681.9,21677.7,21677.7,7737
2024-01-23 10:10:00,21677.7,21677.7,21669.39,21669.39,5881
