datetime,open,high,low,close,volume,open_interest
2024-01-15 14:50:00,22158.84,22164.58,22158.84,22164.58,4064,8105628
2024-01-15 14:55:00,22150.39,22152.75,22148.74,22152.75,5491,8003361
2024-01-15 15:00:00,22130.5,22133.03,22130.5,22132.86,5102,8237803
2024-01-15 15:05:00,22155.11,22155.53,22153.22,22154.89,5334,7698422
2024-01-15 15:10:00,22180.91,22181.99,22180.91,22181.85,4571,8458604
2024-01-15 15:15:00,22147.05,22151.68,22147.05,22151.68,4617,7843022
2024-01-15 15:20:00,22187.07,22187.07,22184.82,22186.79,5938,8372734
2024-01-15 15:25:00,22094.26,22095.79,22078.95,22078.95,4468,7702628
2024-01-16 09:15:00,22134.07,22176.39,22134.07,22173.82,5151,7806304
2024-01-16 09:20:00,22157.57,22157.57,22155.84,22155.84,3869,7825617
2024-01-16 09:25:00,22147.3,22149.15,22147.07,22149.15,3654,8461192
2024-01-16 09:30:00,22157.79,22157.79,22155.22,22156.41,4717,7683252
2024-01-16 09:35:00,22110.42,22110.42,22106.72,22106.72,3626,8219401
2024-01-16 09:40:00,22145.82,22145.82,22144.11,22144.11,3788,8429204
2024-01-16 09:45:00,22156.87,22157.33,22154.55,22154.55,3963,8291611
2024-01-16 09:50:00,22179.33,22179.33,22175.21,22177.64,3112,8061483
2024-01-16 09:55:00,22133.51,22133.51,22130.36,22130.36,3124,8571811
2024-01-16 10:00:00,22123.95,22123.95,22120.65,22120.65,3853,8542089
2024-01-16 10:05:00,22127.43,22127.43,22121.99,22122.52,3401,8186734
2024-01-16 10:10:00,22153.83,22154.19,22153.28,22154.19,2938,8324256
2024-01-16 10:15:00,22141.22,22141.22,22135.66,22135.66,2782,8673552
2024-01-16 10:20:00,22116.69,22120.43,22116.69,22120.43,3605,8709600
2024-01-16 10:25:00,22143.48,22143.48,22138.36,22138.36,3592,8289354
2024-01-16 10:30:00,22129.17,22129.17,22124.27,22124.27,3641,8643824
2024-01-16 10:35:00,22143.52,22143.82,22142.54,22142.54,2832,8210297
2024-01-16 10:40:00,22105.64,22105.64,22101.86,22103.16,3199,8291006
2024-01-16 10:45:00,22111.43,22111.51,22110.42,22111.51,2388,8138912
2024-01-16 10:50:00,22110.08,22110.25,22108.88,22109.87,3155,8198123
2024-01-16 10:55:00,22086.21,22086.36,22083.03,22083.03,2577,8598997
2024-01-16 11:00:00,22121.89,22122.08,22121.13,22122.08,2568,8497847
2024-01-16 11:05:00,22121.3,22121.3,22116.04,22116.04,3048,8282365
2024-01-16 11:10:00,22110.39,22111.61,22108.34,22109.57,3048,8450862
2024-01-16 11:15:00,22104.28,22106.01,22104.28,22104.46,2188,8447721
2024-01-16 11:20:00,22078.39,22078.39,22074.04,22074.04,2946,8996836
2024-01-16 11:25:00,22096.0,22096.0,22093.31,22093.71,2693,8905368
2024-01-16 11:30:00,22095.43,22095.43,22089.26,22089.26,2230,8527158
2024-01-16 11:35:00,22079.12,22079.12,22072.99,22072.99,2219,9004175
2024-01-16 11:40:00,22087.13,22088.13,22085.83,22087.49,2825,8532393
2024-01-16 11:45:00,22099.96,22099.96,22097.36,22097.36,2872,8837257
2024-01-16 11:50:00,22130.05,22130.21,22128.97,22128.97,2742,9120482
2024-01-16 11:55:00,22091.22,22091.66,22087.96,22087.96,2218,8640515
2024-01-16 12:00:00,22089.79,22089.79,22086.33,22086.33,2544,8916455
2024-01-16 12:05:00,22079.01,22079.01,22077.15,22077.57,2652,8602212
2024-01-16 12:10:00,22036.91,22037.01,22034.95,22034.95,2552,8598208
2024-01-16 12:15:00,22076.66,22077.08,22075.75,22077.04,2074,8891927
2024-01-16 12:20:00,22078.95,22078.95,22076.44,22076.44,2096,9249744
2024-01-16 12:25:00,22129.4,22129.7,22126.87,22126.87,1905,8763995
2024-01-16 12:30:00,22068.35,22069.09,22066.58,22067.23,2339,9168223
2024-01-16 12:35:00,22078.11,22078.11,22075.26,22077.09,2290,9125440
2024-01-16 12:40:00,22069.68,22070.56,22067.42,22067.42,2341,8525673
2024-01-16 12:45:00,22042.43,22042.43,22039.32,22039.32,2124,8633844
2024-01-16 12:50:00,22090.24,22090.53,22086.15,22086.15,2560,8822642
2024-01-16 12:55:00,22077.54,22077.54,22075.2,22075.62,2494,8692199
2024-01-16 13:00:00,22076.48,22076.73,22074.62,22074.62,2382,8305382
2024-01-16 13:05:00,22037.18,22037.39,22035.0,22037.39,2284,9059865
2024-01-16 13:10:00,22088.31,22088.31,22087.34,22087.77,2042,8829755
2024-01-16 13:15:00,22026.01,22026.01,22025.55,22025.55,2100,8537179
2024-01-16 13:20:00,22069.35,22069.35,22067.66,22067.66,2975,8670503
2024-01-16 13:25:00,22102.97,22107.13,22102.97,22105.94,2845,8195244
2024-01-16 13:30:00,22035.89,22035.89,22030.76,22031.33,2220,8522308
2024-01-16 13:35:00,22040.67,22040.67,22038.83,22038.83,3236,8871264
2024-01-16 13:40:00,22053.49,22055.55,22053.49,22054.58,2380,8819833
2024-01-16 13:45:00,22041.3,22041.3,22038.32,22038.32,3408,8324306
2024-01-16 13:50:00,22015.26,22015.39,22011.84,22011.84,3334,8466919
2024-01-16 13:55:00,22047.48,22047.48,22045.38,22045.38,2986,8585150
2024-01-16 14:00:00,22020.49,22020.49,22017.07,22017.84,3128,8263149
2024-01-16 14:05:00,22051.64,22052.39,22051.16,22051.16,3488,8011570
2024-01-16 14:10:00,22020.5,22020.5,22016.95,22016.95,3644,8359101
2024-01-16 14:15:00,22071.28,22071.28,22063.87,22063.87,3900,8417773
2024-01-16 14:20:00,22012.55,22012.55,22008.05,22008.05,3236,7900878
2024-01-16 14:25:00,22018.19,22018.19,22016.57,22017.04,3297,7954853
2024-01-16 14:30:00,22042.01,22042.01,22038.42,22038.42,3682,8026616
2024-01-16 14:35:00,21993.47,21993.47,21990.76,21990.89,4214,8121854
2024-01-16 14:40:00,22022.95,22022.95,22020.83,22020.83,3568,8259454
2024-01-16 14:45:00,22044.56,22044.56,22043.16,22043.47,4172,8035069
2024-01-16 14:50:00,21979.4,21979.4,21977.49,21977.84,3310,7999578
2024-01-16 14:55:00,22017.23,22017.23,22015.91,22016.32,3906,8462671
2024-01-16 15:00:00,22017.97,22017.97,22015.08,22015.36,4106,7850831
2024-01-16 15:05:00,22026.83,22026.83,22022.7,22022.7,4126,8114578
2024-01-16 15:10:00,21978.34,21979.55,21978.24,21978.68,4320,8463418
2024-01-16 15:15:00,21976.85,21979.2,21976.03,21979.2,4812,8176238
2024-01-16 15:20:00,22019.68,22020.27,22018.23,22020.27,4433,8228729
2024-01-16 15:25:00,22015.32,22074.18,22012.82,22074.18,3788,7977072
2024-01-17 09:15:00,21683.53,21888.13,21683.53,21884.22,8592,7646906
2024-01-17 09:20:00,21886.32,21886.32,21879.64,21882.13,6546,8172760
2024-01-17 09:25:00,21859.71,21860.07,21852.65,21852.65,7729,8184146
2024-01-17 09:30:00,21872.57,21872.57,21863.45,21863.45,5614,7784557
2024-01-17 09:35:00,21864.78,21864.78,21857.92,21857.92,5408,8091912
2024-01-17 09:40:00,21835.94,21835.94,21828.37,21828.37,7072,8483477
2024-01-17 09:45:00,21884.65,21884.65,21878.04,21880.98,5727,7926841
2024-01-17 09:50:00,21850.63,21850.63,21844.75,21848.81,5640,8158396
2024-01-17 09:55:00,21812.5,21812.5,21809.07,21809.07,5046,8180850
2024-01-17 10:00:00,21849.36,21849.36,21844.87,21846.75,5996,8491257
2024-01-17 10:05:00,21811.18,21811.18,21795.66,21795.66,5372,8525906
2024-01-17 10:10:00,21834.04,21834.04,21828.39,21828.39,4977,8495104
2024-01-17 10:15:00,21836.49,21836.49,21827.64,21827.64,6063,8191248
2024-01-17 10:20:00,21784.55,21784.55,21782.99,21783.8,4756,7969204
2024-01-17 10:25:00,21822.64,21823.2,21821.24,21821.24,5505,8222399
2024-01-17 10:30:00,21809.25,21809.92,21800.26,21800.26,4473,8521094
2024-01-17 10:35:00,21809.16,21811.72,21808.59,21810.14,4200,8563314
2024-01-17 10:40:00,21833.53,21837.44,21833.21,21833.21,4893,8807025
2024-01-17 10:45:00,21786.59,21786.59,21782.31,21782.31,4440,8399127
2024-01-17 10:50:00,21771.25,21771.25,21762.51,21762.51,4623,8572848
2024-01-17 10:55:00,21759.56,21760.69,21755.74,21758.04,4213,8516597
2024-01-17 11:00:00,21759.64,21766.34,21759.64,21766.34,4352,8208724
2024-01-17 11:05:00,21782.41,21790.57,21782.41,21787.29,4647,8495371
2024-01-17 11:10:00,21796.39,21803.72,21796.39,21803.72,4249,8589354
2024-01-17 11:15:00,21802.31,21802.31,21792.94,21796.29,3616,8960027
2024-01-17 11:20:00,21808.27,21808.27,21803.11,21804.86,3314,8481408
2024-01-17 11:25:00,21787.15,21787.55,21784.74,21787.01,4340,9032475
2024-01-17 11:30:00,21818.35,21821.69,21816.18,21816.18,3687,8677806
2024-01-17 11:35:00,21778.81,21778.81,21776.1,21777.8,3960,8440696
2024-01-17 11:40:00,21842.72,21842.72,21837.07,21837.07,3346,8418548
2024-01-17 11:45:00,21791.52,21795.57,21791.52,21795.57,3132,8396899
2024-01-17 11:50:00,21763.32,21763.32,21754.82,21755.58,3648,8690414
2024-01-17 11:55:00,21750.93,21750.93,21743.9,21743.9,3757,8335569
2024-01-17 12:00:00,21777.67,21777.67,21774.86,21774.86,3694,8728415
2024-01-17 12:05:00,21759.52,21759.52,21749.38,21749.38,3583,9228974
2024-01-17 12:10:00,21769.74,21771.15,21768.82,21768.91,3422,8971852
2024-01-17 12:15:00,21763.68,21765.26,21762.06,21765.26,3772,9074124
2024-01-17 12:20:00,21753.4,21755.99,21748.39,21755.99,3981,8507624
2024-01-17 12:25:00,21739.18,21739.18,21726.18,21726.18,3669,8799371
2024-01-17 12:30:00,21711.67,21711.67,21705.24,21705.24,3708,8613452
2024-01-17 12:35:00,21728.43,21728.43,21715.81,21715.81,4152,9126137
2024-01-17 12:40:00,21744.08,21744.08,21732.18,21732.18,3244,8479474
2024-01-17 12:45:00,21718.25,21724.53,21718.25,21723.54,4059,8701065
2024-01-17 12:50:00,21691.88,21691.88,21684.8,21684.8,3229,8792360
2024-01-17 12:55:00,21715.56,21720.8,21714.93,21719.87,4536,8706328
2024-01-17 13:00:00,21724.47,21725.59,21719.31,21719.31,3328,8959027
2024-01-17 13:05:00,21691.8,21692.16,21686.09,21686.09,4320,8418793
2024-01-17 13:10:00,21708.58,21708.58,21700.24,21700.24,4267,8523806
2024-01-17 13:15:00,21698.17,21698.17,21690.5,21690.5,3449,8859537
2024-01-17 13:20:00,21664.48,21664.48,21657.14,21657.14,4571,8610705
2024-01-17 13:25:00,21689.63,21689.63,21683.47,21683.47,3992,8481257
2024-01-17 13:30:00,21687.87,21689.34,21684.38,21684.38,4000,8141561
2024-01-17 13:35:00,21695.68,21695.68,21689.24,21690.88,4501,8738013
2024-01-17 13:40:00,21690.25,21690.25,21682.08,21682.08,4498,8901946
2024-01-17 13:45:00,21629.49,21630.34,21623.8,21623.8,4173,8581045
2024-01-17 13:50:00,21633.31,21633.31,21624.67,21624.67,4024,8759086
2024-01-17 13:55:00,21656.08,21657.26,21655.78,21656.86,4595,8450262
2024-01-17 14:00:00,21656.83,21656.83,21649.7,21649.7,4180,8188732
2024-01-17 14:05:00,21649.72,21649.72,21646.31,21646.45,4524,7985464
2024-01-17 14:10:00,21718.56,21718.56,21710.79,21710.79,4784,8499892
2024-01-17 14:15:00,21639.91,21639.91,21631.43,21635.92,5698,8344202
2024-01-17 14:20:00,21648.11,21648.11,21636.71,21636.71,6229,8563379
2024-01-17 14:25:00,21632.79,21632.79,21629.27,21630.75,4975,8468635
2024-01-17 14:30:00,21624.22,21625.12,21622.28,21624.21,6470,8689679
2024-01-17 14:35:00,21603.35,21603.35,21598.63,21598.86,5559,8272390
2024-01-17 14:40:00,21622.03,21623.75,21621.16,21621.16,5476,8182318
2024-01-17 14:45:00,21588.11,21588.11,21581.27,21581.35,5012,8045499
2024-01-17 14:50:00,21592.91,21593.18,21591.2,21591.2,5984,8180317
2024-01-17 14:55:00,21585.84,21585.84,21582.68,21582.68,6173,8482687
2024-01-17 15:00:00,21594.91,21595.71,21593.21,21593.58,5478,7783035
2024-01-17 15:05:00,21641.73,21644.38,21641.38,21642.4,6648,8523458
2024-01-17 15:10:00,21552.23,21556.18,21552.23,21556.18,7565,8513397
2024-01-17 15:15:00,21611.25,21611.37,21601.89,21601.89,7880,8170789
2024-01-17 15:20:00,21552.33,21552.33,21547.51,21548.32,6760,7934156
2024-01-17 15:25:00,21572.91,21592.52,21571.0,21592.52,7642,7825660
2024-01-18 09:15:00,21464.23,21464.23,21337.92,21337.92,5583,7868885
2024-01-18 09:20:00,21316.1,21321.3,21313.47,21321.3,6212,7708232
2024-01-18 09:25:00,21296.98,21302.92,21296.98,21302.6,5337,8073789
2024-01-18 09:30:00,21310.32,21314.63,21310.32,21314.63,6657,7757213
2024-01-18 09:35:00,21344.35,21344.35,21341.05,21342.89,4867,8316909
2024-01-18 09:40:00,21312.85,21312.85,21307.5,21310.44,5673,8057143
2024-01-18 09:45:00,21330.61,21332.14,21326.72,21332.14,5550,7938204
2024-01-18 09:50:00,21328.5,21330.73,21324.24,21324.26,4675,8243645
2024-01-18 09:55:00,21309.41,21318.61,21308.2,21318.61,5299,8619294
2024-01-18 10:00:00,21378.17,21387.88,21378.17,21387.88,4398,8413025
2024-01-18 10:05:00,21355.69,21356.36,21353.28,21356.16,5162,8267759
2024-01-18 10:10:00,21299.48,21306.43,21299.37,21306.43,3834,8526936
2024-01-18 10:15:00,21353.58,21361.19,21353.58,21361.19,4030,8517339
2024-01-18 10:20:00,21343.1,21346.03,21338.33,21341.08,3989,8669153
2024-01-18 10:25:00,21373.38,21373.38,21364.75,21367.61,4196,8117902
2024-01-18 10:30:00,21332.54,21342.37,21332.41,21342.37,3784,8688546
2024-01-18 10:35:00,21356.83,21360.09,21356.64,21356.64,4867,8242790
2024-01-18 10:40:00,21369.86,21382.61,21369.67,21382.61,4465,8804606
2024-01-18 10:45:00,21390.31,21390.31,21386.03,21386.27,3696,8270203
2024-01-18 10:50:00,21342.17,21349.27,21342.17,21349.27,3761,8839795
2024-01-18 10:55:00,21367.76,21382.04,21367.76,21382.04,4240,8894760
2024-01-18 11:00:00,21379.04,21384.08,21378.94,21383.63,3531,8220962
2024-01-18 11:05:00,21379.82,21382.31,21379.33,21382.31,4348,8951208
2024-01-18 11:10:00,21434.0,21437.84,21433.71,21436.7,3740,8213350
2024-01-18 11:15:00,21407.62,21412.92,21407.62,21412.92,3290,8349142
2024-01-18 11:20:00,21377.31,21382.25,21376.84,21382.25,3135,8565432
2024-01-18 11:25:00,21428.84,21431.38,21428.84,21431.18,2900,9062405
2024-01-18 11:30:00,21456.94,21456.94,21455.23,21456.21,3020,8648831
2024-01-18 11:35:00,21432.91,21432.98,21429.92,21430.56,2657,8725104
2024-01-18 11:40:00,21375.99,21377.9,21368.71,21368.71,3588,8873177
2024-01-18 11:45:00,21390.83,21395.75,21389.96,21395.75,3196,9135220
2024-01-18 11:50:00,21433.18,21436.01,21433.18,21435.06,3344,8997081
2024-01-18 11:55:00,21392.84,21396.91,21392.84,21396.91,2937,8529819
2024-01-18 12:00:00,21421.54,21428.76,21421.54,21428.76,2623,8621141
2024-01-18 12:05:00,21435.84,21435.84,21431.62,21435.78,3175,8462242
2024-01-18 12:10:00,21399.37,21399.37,21395.5,21395.86,2569,8967320
2024-01-18 12:15:00,21414.42,21418.1,21412.22,21418.1,3612,8579311
2024-01-18 12:20:00,21350.03,21356.74,21350.03,21356.74,3416,8647486
2024-01-18 12:25:00,21404.18,21404.18,21400.94,21400.94,3730,9184077
2024-01-18 12:30:00,21417.45,21418.27,21413.35,21413.35,3017,8666618
2024-01-18 12:35:00,21392.06,21396.49,21390.38,21396.49,2580,8856505
2024-01-18 12:40:00,21458.12,21458.12,21451.67,21456.81,3647,8686430
2024-01-18 12:45:00,21391.29,21397.24,21391.29,21397.24,3333,8381861
2024-01-18 12:50:00,21418.43,21420.87,21418.43,21420.43,3325,8613480
2024-01-18 12:55:00,21432.65,21441.97,21432.65,21441.97,3682,8631612
2024-01-18 13:00:00,21470.03,21487.41,21470.03,21487.41,2953,9034025
2024-01-18 13:05:00,21425.75,21427.57,21422.04,21423.37,3283,8516431
2024-01-18 13:10:00,21479.06,21492.52,21479.06,21492.52,3857,8542639
2024-01-18 13:15:00,21467.8,21468.01,21465.55,21468.01,3708,8869524
2024-01-18 13:20:00,21446.75,21447.11,21443.51,21443.51,4093,8826766
2024-01-18 13:25:00,21474.46,21474.65,21470.66,21474.65,3388,8838410
2024-01-18 13:30:00,21469.01,21469.12,21465.99,21469.12,2908,8949324
2024-01-18 13:35:00,21451.98,21460.68,21451.98,21460.68,3919,8791689
2024-01-18 13:40:00,21475.05,21483.28,21475.05,21483.28,3801,8439052
2024-01-18 13:45:00,21473.52,21489.01,21473.52,21489.01,3799,8769353
2024-01-18 13:50:00,21499.72,21506.54,21499.72,21506.54,3617,8481987
2024-01-18 13:55:00,21518.32,21525.7,21518.32,21525.7,4544,8265177
2024-01-18 14:00:00,21545.55,21547.44,21542.77,21546.38,4115,8265347
2024-01-18 14:05:00,21485.7,21485.7,21482.1,21483.05,3643,8177710
2024-01-18 14:10:00,21555.47,21557.56,21552.31,21552.31,3464,8090601
2024-01-18 14:15:00,21464.56,21464.98,21462.71,21464.98,3835,8102851
2024-01-18 14:20:00,21503.65,21505.11,21502.47,21504.22,4176,7980728
2024-01-18 14:25:00,21520.12,21520.28,21517.02,21517.02,4464,8647038
2024-01-18 14:30:00,21510.42,21518.24,21510.42,21518.24,4748,8659965
2024-01-18 14:35:00,21498.82,21498.82,21494.26,21496.2,4260,8352419
2024-01-18 14:40:00,21505.11,21514.93,21505.11,21513.71,3959,8540210
2024-01-18 14:45:00,21507.59,21512.89,21507.59,21512.89,4547,7976773
2024-01-18 14:50:00,21510.81,21517.1,21510.67,21517.1,6095,8545868
2024-01-18 14:55:00,21548.04,21548.04,21541.73,21541.73,4495,8199499
2024-01-18 15:00:00,21531.14,21535.93,21529.55,21535.93,6028,7818969
2024-01-18 15:05:00,21513.35,21520.27,21513.35,21520.27,5554,7858767
2024-01-18 15:10:00,21554.52,21565.56,21554.52,21565.39,5372,7974268
2024-01-18 15:15:00,21552.64,21554.23,21551.84,21551.84,5606,7737902
2024-01-18 15:20:00,21562.72,21568.01,21562.72,21568.01,5845,7932193
2024-01-18 15:25:00,21564.07,21577.26,21502.53,21502.53,7032,7709918
2024-01-19 09:15:00,21620.39,21620.39,21581.74,21583.61,5840,7852149
2024-01-19 09:20:00,21589.41,21589.41,21585.98,21585.98,5360,7898146
2024-01-19 09:25:00,21614.19,21624.35,21614.19,21624.35,4289,8511233
2024-01-19 09:30:00,21621.39,21622.51,21619.79,21620.31,4342,7917831
2024-01-19 09:35:00,21606.68,21615.19,21606.68,21609.64,5140,7942825
2024-01-19 09:40:00,21612.62,21618.91,21612.62,21618.91,4958,8330916
2024-01-19 09:45:00,21643.96,21644.33,21640.21,21643.15,3859,8495485
2024-01-19 09:50:00,21602.79,21609.0,21602.3,21609.0,4976,8130532
2024-01-19 09:55:00,21633.6,21633.6,21628.89,21630.99,4640,8555776
2024-01-19 10:00:00,21614.81,21626.07,21614.81,21626.07,4629,8136489
2024-01-19 10:05:00,21625.74,21630.79,21625.74,21630.79,3960,8040088
2024-01-19 10:10:00,21659.24,21662.7,21659.24,21662.7,4644,8172296
2024-01-19 10:15:00,21656.79,21660.07,21656.46,21659.26,3544,8427733
2024-01-19 10:20:00,21659.0,21663.66,21658.58,21663.66,3632,8248144
2024-01-19 10:25:00,21674.29,21678.47,21673.2,21677.41,3911,8526755
2024-01-19 10:30:00,21649.63,21652.18,21649.63,21652.17,3889,8183383
2024-01-19 10:35:00,21666.46,21668.52,21665.52,21665.52,3486,8596492
2024-01-19 10:40:00,21644.06,21644.06,21641.04,21641.04,3412,8320842
2024-01-19 10:45:00,21654.76,21662.49,21654.76,21662.49,2934,8435004
2024-01-19 10:50:00,21652.66,21652.66,21646.61,21646.61,2751,8544090
2024-01-19 10:55:00,21651.52,21651.52,21649.33,21649.33,3303,8676299
2024-01-19 11:00:00,21660.1,21660.1,21651.58,21651.78,3241,8317176
2024-01-19 11:05:00,21621.23,21627.47,21621.23,21627.47,3562,8850638
2024-01-19 11:10:00,21690.41,21695.73,21690.41,21695.73,3112,8776081
2024-01-19 11:15:00,21628.72,21634.75,21628.72,21634.75,3633,8379368
2024-01-19 11:20:00,21630.25,21638.33,21630.25,21636.63,2441,9040859
2024-01-19 11:25:00,21687.97,21687.97,21684.13,21685.78,3505,8796172
2024-01-19 11:30:00,21677.85,21680.18,21677.85,21679.0,3209,8634940
2024-01-19 11:35:00,21675.38,21685.45,21675.38,21684.3,2872,8400955
2024-01-19 11:40:00,21684.39,21685.52,21675.05,21675.05,3063,8750496
2024-01-19 11:45:00,21661.19,21661.8,21653.26,21653.26,2535,8451051
2024-01-19 11:50:00,21634.12,21634.7,21631.06,21631.06,3308,8705020
2024-01-19 11:55:00,21652.1,21652.1,21646.28,21646.49,3052,8709254
2024-01-19 12:00:00,21630.21,21636.31,21628.44,21636.31,2625,9005964
2024-01-19 12:05:00,21672.04,21672.47,21665.77,21666.28,2383,8563037
2024-01-19 12:10:00,21642.02,21644.02,21633.19,21633.6,2390,9142568
2024-01-19 12:15:00,21618.93,21620.23,21616.25,21616.25,3218,8725737
2024-01-19 12:20:00,21627.15,21629.97,21625.16,21625.16,3069,8830632
2024-01-19 12:25:00,21641.02,21641.02,21636.8,21638.3,2501,9100052
2024-01-19 12:30:00,21617.2,21618.8,21612.17,21616.77,3214,8948021
2024-01-19 12:35:00,21611.18,21613.44,21610.44,21610.44,2615,8646388
2024-01-19 12:40:00,21633.47,21633.8,21630.55,21631.4,2610,8693967
2024-01-19 12:45:00,21631.43,21631.43,21627.97,21631.11,3212,8602082
2024-01-19 12:50:00,21614.86,21619.46,21614.86,21619.46,3325,8833800
2024-01-19 12:55:00,21620.23,21620.23,21616.3,21616.3,3168,8583173
2024-01-19 13:00:00,21631.49,21632.99,21628.76,21632.99,2604,8904221
2024-01-19 13:05:00,21596.69,21601.1,21595.11,21601.1,2619,8755403
2024-01-19 13:10:00,21601.98,21601.98,21598.57,21598.62,2683,8357530
2024-01-19 13:15:00,21613.51,21615.88,21613.28,21613.91,3308,8478932
